/class/@label;/class/aliases/alias/@title
单季度.主营业务成本;单季度主营业务成本
单季度.主营业务成本;
营业外收支净额;
应付账款;应付款项
应付账款;应付占款
应付账款;应付帐款
应付账款;
单季度.经营活动现金流出小计;单季度经营活动现金流出小计
单季度.经营活动现金流出小计;
单季度.摊回赔付支出;单季度摊回赔付支出
单季度.摊回赔付支出;
每股现金流量净额;每股现金量
每股现金流量净额;每股含金量
每股现金流量净额;现金净流量(ttm)
每股现金流量净额;每股现金流
每股现金流量净额;每股现金流量净额
每股现金流量净额;毎股现金流
每股现金流量净额;每股净现金
每股现金流量净额;每股净现金流
每股现金流量净额;每股现金净流量
每股现金流量净额;每股现金含量
每股现金流量净额;每股现金流净额
每股现金流量净额;现金流量
每股现金流量净额;
其他流动负债;
交易席位费;
qfii持股数量;
周收盘价;收盘价
周收盘价;
主动卖出中单金额;
财务费用(ttm);
租赁资产;
三板b股;
单季度.收回投资所收到的现金;单季度收回投资所收到的现金
单季度.收回投资所收到的现金;
增发分销商;
单季度.价值变动净收益／利润总额;单季度价值变动净收益／利润总额
单季度.价值变动净收益／利润总额;单季度.价值变动净收益/利润总额
单季度.价值变动净收益／利润总额;
单季度.一年内到期的可转换公司债券;单季度一年内到期的可转换公司债券
单季度.一年内到期的可转换公司债券;
现金流量表附注少数股东损益;现金流量表.现金流量表附注少数股东权益
现金流量表附注少数股东损益;
存贷款比例(人民币);
上市后n日换手率;
存货明细-在产品;
经营活动净收益／利润总额(ttm);经营活动净收益/利润总额(ttm)
经营活动净收益／利润总额(ttm);
净资产收益率roe(摊薄,公布值);资本报酬率
净资产收益率roe(摊薄,公布值);摊薄净资产收益率
净资产收益率roe(摊薄,公布值);roe
净资产收益率roe(摊薄,公布值);roe收益率
净资产收益率roe(摊薄,公布值);净益率
净资产收益率roe(摊薄,公布值);每股净资产收益率
净资产收益率roe(摊薄,公布值);reo
净资产收益率roe(摊薄,公布值);净收益率
净资产收益率roe(摊薄,公布值);净次产收益
净资产收益率roe(摊薄,公布值);净资产值回报率
净资产收益率roe(摊薄,公布值);净资产利润率
净资产收益率roe(摊薄,公布值);净资产回报率
净资产收益率roe(摊薄,公布值);净资本收益率
净资产收益率roe(摊薄,公布值);所有者权益报酬率
净资产收益率roe(摊薄,公布值);权益净利率
净资产收益率roe(摊薄,公布值);盈利和权益之比
净资产收益率roe(摊薄,公布值);盈利权益之比
净资产收益率roe(摊薄,公布值);股东权益回报率
净资产收益率roe(摊薄,公布值);股东权益报酬率
净资产收益率roe(摊薄,公布值);股东权益收益率
净资产收益率roe(摊薄,公布值);股本回报率
净资产收益率roe(摊薄,公布值);股权回报率
净资产收益率roe(摊薄,公布值);净资产收益
净资产收益率roe(摊薄,公布值);净资产收益率roe(加权;公布值)
净资产收益率roe(摊薄,公布值);净值产收益率
净资产收益率roe(摊薄,公布值);净资产收益率
净资产收益率roe(摊薄,公布值);净资产收益率roe
净资产收益率roe(摊薄,公布值);净资产收益率roe(加权,公布值)
净资产收益率roe(摊薄,公布值);净资产收益率roe(摊薄,公布值)
净资产收益率roe(摊薄,公布值);收益率
净资产收益率roe(摊薄,公布值);
质押借款;
汇兑净收益收到的现金;
单季度.归属于少数股东的综合收益总额;单季度归属于少数股东的综合收益总额
单季度.归属于少数股东的综合收益总额;
机构持股数量合计;持股机构数量
机构持股数量合计;
金融机构其他往来收到的现金净额;
销售利润率(n年,增长率);销售利润率n年增长率
销售利润率(n年,增长率);
营业总收入(ttm);
贷款呆帐准备;
限售股份(境外自然人持股);
保费总收入;保费业务收入
保费总收入;
带息债务／股权价值;带息债务/股权价值
带息债务／股权价值;
有形资产／带息债务;有形资产/带息债务
有形资产／带息债务;
股本;
股东大会召开日;
月涨跌;涨跌
月涨跌;
现场股东大会登记截止日;
市现率(pcf,现金净流量);市现率
市现率(pcf,现金净流量);
取得借款收到的现金;
财政性存款;
增发主承销商;
预收保费;
固定资产折旧、油气资产折耗、生产性生物资产折旧;
资产差额(轧平平衡项目);
年成交额;成交额
年成交额;
固定资产折旧;
每股收益eps-期末股本摊薄;摊薄每股收益
每股收益eps-期末股本摊薄;
预测息税折旧摊销前利润(ebitda)最大值;预测息税折旧摊销前利润最大值
预测息税折旧摊销前利润(ebitda)最大值;
上市首日换手率;
次级-金额;
单季度.营业总成本／营业总收入;单季度营业总成本／营业总收入
单季度.营业总成本／营业总收入;单季度.营业总成本/营业总收入
单季度.营业总成本／营业总收入;
单季度.所得税;单季度所得税
单季度.所得税;
业绩快报简要说明;
大股东名称;股东
大股东名称;股东名称
大股东名称;
区间最低收盘价日;最低收盘价日
区间最低收盘价日;
单季度.销售商品、提供劳务收到的现金;单季度销售商品、提供劳务收到的现金
单季度.销售商品、提供劳务收到的现金;
beta;贝塔
beta;β
beta;β值
beta;
年化收益率(最近24个月);
缴款终止日;配股缴款截止日期
缴款终止日;
营业外收支净额／利润总额;营业外收支净额/利润总额
营业外收支净额／利润总额;
长期债权投资;
评级卖出家数;
中长期贷款-平均余额;
固定资产减值准备-房屋、建筑物;
营业收入(ttm);主营业务收入(ttm)
营业收入(ttm);
单季度.营业总成本;单季度营业总成本
单季度.营业总成本;
汇兑收益;
不良贷款比例;贷款坏账率
不良贷款比例;不良贷款比率
不良贷款比例;
首发分销商;
jensen;
发生筹资费用所支付的现金;
货币资金的期末余额;
月收盘价;收盘价
月收盘价;
单季度.债券投资净收益收到的现金;单季度债券投资净收益收到的现金
单季度.债券投资净收益收到的现金;
其他应收款;其他应收账款
其他应收款;
相对发行价涨跌幅;相对发行价涨幅
相对发行价涨跌幅;首发价格
相对发行价涨跌幅;相对首发价
相对发行价涨跌幅;
单季度.计提的坏账准备或转销的坏账;单季度计提的坏账准备或转销的坏账
单季度.计提的坏账准备或转销的坏账;
存货明细-原材料;
有形资产／总资产;有形资产/总资产
有形资产／总资产;
生息资产;
归属母公司股东的权益(相对年初增长率);
净资产收益率roe(平均,同花顺计算);平均roe
净资产收益率roe(平均,同花顺计算);平均净资产收益率
净资产收益率roe(平均,同花顺计算);
一月内净利润调低家数;
区间成交量;成交量
区间成交量;成交
区间成交量;
限售股份(国有法人持股);
上市天数;
资产减值损失／营业总收入(ttm);资产减值损失/营业总收入(ttm)
资产减值损失／营业总收入(ttm);
盈余公积金;盈余公积
盈余公积金;
单季度.拆入资金的增加(减减少);单季度拆入资金的增加(减减少)
单季度.拆入资金的增加(减减少);
公司英文名称;英文名
公司英文名称;公司英文名
公司英文名称;
股东权益合计;股东权益合计(净资产)
股东权益合计;净资
股东权益合计;净资产
股东权益合计;股东权益合计
股东权益合计;股东权益
股东权益合计;
同公司b股代码;
户均持股数量;股东平均持股
户均持股数量;人均持有股数
户均持股数量;人均持股
户均持股数量;人均持股数
户均持股数量;人均持股量
户均持股数量;人均流通股
户均持股数量;平均每户持股
户均持股数量;户均持股
户均持股数量;户均持股数
户均持股数量;每户持股
户均持股数量;股东人均持股
户均持股数量;人均持有流通股
户均持股数量;户均持股数量
户均持股数量;
首发上市推荐人;
前十大流通股东持股比例合计;大流通股东持股比例
前十大流通股东持股比例合计;10名无限售股东持股
前十大流通股东持股比例合计;10大流通股东占流通股本
前十大流通股东持股比例合计;10大股东合计持有流通股
前十大流通股东持股比例合计;前十大流通股东持股比例
前十大流通股东持股比例合计;前十大流通股股东持股比例合计
前十大流通股东持股比例合计;十大流通股东持股占总股本
前十大流通股东持股比例合计;十大流通股东持股总和
前十大流通股东持股比例合计;十大流通股东持股比例
前十大流通股东持股比例合计;十大流通股股东持股比例
